
trial	choice1	rts1	stim1ons_sl	stim1ons_ms	choice1ons_sl	choice1ons_ms	state	choice2	rts2	stim2ons_sl	stim2ons_ms	choice2ons_sl	choice2ons_ms	SC_ID	won

1	1	1.774351	323.090500	323.079500	2099.755200	2099.751700	2	1	1.054748	3104.502100	3104.491700	4163.961100	4163.957900	CCNP001445	1
2	1	0.275303	6669.002200	6668.997300	6948.060100	6948.056900	2	1	0.794388	7949.528500	7949.523500	8747.599300	8747.595700	CCNP001445	1
3	1	0.251354	11252.318000	11252.312700	11507.745500	11507.742100	2	1	1.115029	12509.422699	12509.417500	13627.885900	13627.882699	CCNP001445	1
4	1	0.249422	16133.929200	16133.924300	16388.124000	16388.120000	2	1	0.770887	17389.555700	17389.550600	18163.814700	18163.811600	CCNP001445	1
5	2	0.651748	20669.118000	20669.111900	21323.778900	21323.775700	2	2	1.358550	22329.195200	22329.189000	23691.595900	23691.592299	CCNP001445	0
6	1	0.214986	26198.361400	26198.356300	26420.036800	26420.033500	2	1	0.834379	27421.648200	27421.638800	28259.985200	28259.982000	CCNP001445	1
7	1	0.951311	30763.620900	30763.615800	31723.678100	31723.674400	2	1	1.138861	32724.608900	32724.604200	33867.663700	33867.659900	CCNP001445	1
8	1	0.277265	36371.390300	36371.383700	36651.958700	36651.955400	3	2	1.586528	37653.318000	37653.312100	39244.034200	39244.030100	CCNP001445	1
9	1	0.448696	41747.467500	41747.462200	42203.874200	42203.871000	3	2	0.938881	43205.032900	43205.026500	44147.776200	44147.771800	CCNP001445	0
10	1	0.212866	46651.487400	46651.461600	46868.452500	46868.449000	3	1	1.050055	47869.492800	47869.487800	48923.683100	48923.679500	CCNP001445	1
11	1	0.421361	51427.505000	51427.499800	51859.748400	51859.745200	3	1	0.716025	52860.674799	52860.669800	53580.044500	53580.041000	CCNP001445	0
12	2	0.395963	56083.775600	56083.770300	56484.155000	56484.151700	3	2	1.018920	57485.572600	57485.566800	58507.933500	58507.930200	CCNP001445	0
13	2	0.021165	61011.303800	61011.298100	61044.135100	61044.131000	2	1	0.875244	62045.114100	62045.109700	62923.759100	62923.755900	CCNP001445	1
14	1	0.261069	65427.284699	65427.280000	65699.858600	65699.855400	2	1	0.635123	66700.789100	66700.784100	67339.651200	67339.647700	CCNP001445	1
15	1	0.381051	69842.927500	69842.921500	70236.313300	70236.309900	3	1	0.730436	71237.371000	71237.363900	71971.726200	71971.722500	CCNP001445	0
16	1	0.290853	74475.535700	74475.530900	74779.768700	74779.765100	3	1	0.690931	75780.789200	75780.784200	76475.919900	76475.916100	CCNP001445	0
17	1	0.374307	78979.430900	78979.424700	79363.658700	79363.655100	3	1	1.523045	80364.590100	80364.585100	81891.866400	81891.862300	CCNP001445	1
18	1	0.542946	84395.486900	84395.481900	84948.090800	84948.087500	2	1	0.931945	85949.031500	85949.026800	86884.200800	86884.197400	CCNP001445	0
19	1	0.348448	89387.986900	89387.978900	89740.044500	89740.041399	2	1	0.754627	90741.017000	90741.012000	91499.663300	91499.659800	CCNP001445	1
20	1	0.307854	94003.256900	94003.239000	94315.871600	94315.868500	2	1	1.067821	95316.802900	95316.798100	96388.058100	96388.053900	CCNP001445	1
21	1	0.625938	98891.701800	98891.695499	99531.899600	99531.895500	3	2	0.987237	100532.908400	100532.903700	101523.736200	101523.733000	CCNP001445	0
22	1	0.261745	104027.429700	104027.424700	104300.310200	104300.306800	3	1	1.387044	105301.271900	105301.267200	106691.927299	106691.924100	CCNP001445	1
23	1	0.271022	109195.709100	109195.702900	109476.349400	109476.346100	2	1	0.491011	110477.391200	110477.386400	110971.862800	110971.859500	CCNP001445	0
24	1	0.139746	113475.765700	113475.761000	113628.326800	113628.323400	2	1	0.746459	114629.302100	114629.282500	115379.697100	115379.692800	CCNP001445	1
25	2	0.411765	117883.385000	117883.367100	118300.364000	118300.360600	3	1	0.786151	119301.304500	119301.299600	120091.602600	120091.599000	CCNP001445	1
26	1	0.030821	122595.380500	122595.375600	122636.210200	122636.206800	2	1	0.690362	123637.227300	123637.222300	124331.662199	124331.658600	CCNP001445	1
27	1	0.452404	126835.333500	126835.328100	127291.964700	127291.961400	3	1	0.843280	128292.978400	128292.973599	129140.075600	129140.072300	CCNP001445	0
28	2	0.196592	131644.005700	131644.000300	131851.936900	131851.933700	3	2	1.171440	132852.908600	132852.903900	134027.869200	134027.866000	CCNP001445	1
29	2	0.000624	136531.274499	136531.269100	136539.847800	136539.843000	2	1	0.579312	137540.949100	137540.944000	138123.644300	138123.641000	CCNP001445	0
30	1	0.173138	140627.660900	140627.655700	140811.788800	140811.785600	2	2	0.531552	141812.885200	141812.880000	142347.897800	142347.894400	CCNP001445	1
31	2	0.020191	144851.927100	144851.922100	144876.435800	144876.432400	3	2	1.034716	145877.605100	145877.586900	146915.782100	146915.778800	CCNP001445	0
32	2	0.139315	149419.726400	149419.721300	149564.191300	149564.187700	3	2	0.355233	150565.272200	150565.266800	150923.808000	150923.804800	CCNP001445	1
33	2	0.165623	153427.793300	153427.788300	153604.269100	153604.252300	2	1	0.539126	154605.455800	154605.450800	155148.024700	155148.021400	CCNP001445	1
