
trial	choice1	rts1	stim1ons_sl	stim1ons_ms	choice1ons_sl	choice1ons_ms	state	choice2	rts2	stim2ons_sl	stim2ons_ms	choice2ons_sl	choice2ons_ms	SC_ID	won

1	0	0.000000	331.317801	331.306400	0.000000	0.000000
2	2	0.763828	4335.301101	4335.295700	5105.565400	5105.562000	3	1	1.512855	6107.165600	6107.154200	7625.273000	7625.269400	CCNP001665	1
3	2	1.523457	10129.921700	10129.916500	11665.417200	11665.413800	3	2	0.531426	12666.937800	12666.932500	13201.991900	13201.988200	CCNP001665	0
4	1	0.873917	15706.646400	15706.639400	16585.658400	16585.654900	3	1	0.530090	17587.174800	17587.169800	18121.448900	18121.444601	CCNP001665	0
5	2	0.567686	20626.855400	20626.850200	21209.496700	21209.493300	3	0	0.000000	22212.520700	22212.512500	0.000000	0.000000	CCNP001665 
6	2	0.960155	26217.807400	26217.796100	27185.268800	27185.265800	2	2	0.315444	28186.573700	28186.567801	28505.256900	28505.253600	CCNP001665	1
7	2	0.871619	31009.967000	31009.959600	31897.635600	31897.631300	3	1	1.107166	32898.955600	32898.949100	34009.375300	34009.372100	CCNP001665	1
8	2	2.476473	36513.281200	36513.275100	39001.802600	39001.799400	2	2	1.450918	40002.841800	40002.835200	41457.188100	41457.184700	CCNP001665	1
9	1	1.730032	43961.024200	43961.018001	45705.372000	45705.368500	2	2	1.803240	46706.420700	46706.415200	48513.431800	48513.428401	CCNP001665	1
10	1	2.104014	51017.007801	51017.001300	53129.337100	53129.334000	2	2	1.139602	54130.331200	54130.325900	55273.475600	55273.472400	CCNP001665	0
11	1	0.857523	57777.805000	57777.799300	58649.392701	58649.389501	2	1	2.795394	59650.648800	59650.642900	62449.185900	62449.182800	CCNP001665	0
12	2	0.594945	64952.662800	64952.657401	65553.558900	65553.555600	2	2	1.259109	66554.671500	66554.665300	67817.336800	67817.333600	CCNP001665	1
13	2	0.772869	70320.938700	70320.933200	71097.829800	71097.826301	2	2	0.915037	72098.764201	72098.759700	73017.185300	73017.182200	CCNP001665	1
14	1	0.916151	75520.625300	75520.619000	76441.487200	76441.482800	2	2	2.932166	77442.442300	77442.437800	80377.939600	80377.936100	CCNP001665	0
15	1	0.773997	82881.300900	82881.295600	83665.765601	83665.762300	2	2	1.371558	84666.667900	84666.663500	86041.600700	86041.597301	CCNP001665	1
16	1	1.146930	88544.925300	88544.918800	89705.743701	89705.740200	2	0	0.000000	90706.697001	90706.673601	0.000000	0.000000	CCNP001665 
17	1	0.604112	94711.779600	94711.773100	95329.515300	95329.512100	3	2	1.859708	96330.602500	96330.597100	98193.736900	98193.733600	CCNP001665	0
18	2	1.092967	100697.146900	100697.141500	101801.356000	101801.352700	3	2	0.955504	102802.303200	102802.296400	103761.220300	103761.217100	CCNP001665	1
19	2	0.454123	106264.730700	106264.724200	106729.333900	106729.330600	3	1	1.539162	107730.495900	107730.489500	109273.349501	109273.346100	CCNP001665	0
20	2	0.538014	111776.983500	111776.978200	112329.888401	112329.885100	3	2	0.650981	113330.809900	113330.804901	113985.233601	113985.230200	CCNP001665	0
21	1	0.580683	116488.693800	116488.687600	117073.543400	117073.540200	2	2	1.323063	118074.781400	118074.774601	119401.138100	119401.134600	CCNP001665	1
22	1	0.876800	121904.681201	121904.675900	122785.474400	122785.471200	2	2	0.570740	123786.466400	123786.458300	124361.245500	124361.241301	CCNP001665	1
23	2	2.822040	126864.658700	126864.653200	129697.263700	129697.260400	2	1	1.972299	130698.235500	130698.230900	132673.933600	132673.930400	CCNP001665	1
24	2	0.585230	135177.743200	135177.737800	135777.140200	135777.137001	2	1	0.619775	136778.086801	136778.082300	137401.392301	137401.388801	CCNP001665	1
25	2	0.572164	139904.983500	139904.977600	140481.229100	140481.225801	2	1	0.859515	141482.134400	141482.129200	142345.135400	142345.132200	CCNP001665	1
26	2	1.366751	144848.558100	144848.551800	146225.352100	146225.348700	3	2	2.323627	147226.343900	147226.338901	149553.414900	149553.411601	CCNP001665	0
27	2	0.555688	152056.942101	152056.936900	152617.557301	152617.554000	3	1	0.691331	153618.530800	153618.526200	154313.222400	154313.219200	CCNP001665	1
28	2	0.919166	156816.890000	156816.884800	157745.187201	157745.182900	3	1	1.579905	158746.148201	158746.143500	160329.462000	160329.458600	CCNP001665	0
29	1	0.695048	162832.994101	162832.987801	163537.135800	163537.132300	3	2	2.211677	164538.253300	164538.234400	166753.492100	166753.488800	CCNP001665	0
30	1	0.507508	169257.070100	169257.064700	169769.191600	169769.188500	3	1	2.315704	170770.164500	170770.159101	173089.325100	173089.321900	CCNP001665	1
31	1	0.416055	175592.977500	175592.959301	176025.114100	176025.109800	2	2	1.315308	177026.060200	177026.055600	178344.971600	178344.968000	CCNP001665	0
