
trial	choice1	rts1	stim1ons_sl	stim1ons_ms	choice1ons_sl	choice1ons_ms	state	choice2	rts2	stim2ons_sl	stim2ons_ms	choice2ons_sl	choice2ons_ms	SC_ID	won

1	1	1.617183	318.959400	318.953300	1953.705400	1953.701100	2	1	1.155604	2960.567600	2960.561200	4121.204400	4121.201300	CCNP001670	1
2	1	0.731340	6630.434100	6630.420300	7369.593600	7369.590400	2	1	0.825990	8370.992100	8370.983700	9202.108800	9202.105600	CCNP001670	1
3	1	0.913717	11708.668200	11708.662300	12633.907400	12633.904100	3	2	2.160771	13635.333500	13635.326900	15801.040300	15801.036700	CCNP001670	0
4	1	0.840933	18309.277700	18309.270900	19161.533200	19161.528900	3	2	1.920681	20162.938400	20162.932600	22089.240500	22089.237000	CCNP001670	1
5	1	0.861048	24597.359000	24597.348700	25465.343000	25465.339800	2	1	0.623029	26469.109500	26469.103100	27097.453400	27097.450200	CCNP001670	0
6	2	1.044976	29607.731400	29607.725900	30665.795000	30665.791800	3	2	1.113396	31667.271200	31667.265200	32785.895000	32785.891900	CCNP001670	1
7	1	0.794112	35291.477100	35291.469100	36097.200300	36097.197200	2	1	0.665582	37098.205500	37098.200200	37769.105400	37769.102000	CCNP001670	1
8	1	0.482685	40274.323500	40274.316600	40769.687200	40769.683900	2	1	0.577372	41770.997800	41770.992300	42353.330100	42353.326900	CCNP001670	1
9	1	0.633810	44858.684000	44858.676000	45505.185300	45505.181800	2	2	0.666230	46506.483300	46506.477700	47177.739100	47177.735800	CCNP001670	0
10	1	0.497517	49683.302100	49683.295400	50201.609900	50201.606600	2	1	0.953837	51202.781900	51202.777000	52161.737500	52161.734200	CCNP001670	1
11	1	0.993620	54667.225700	54667.218400	55681.641900	55681.637800	2	1	0.496205	56682.804100	56682.798700	57185.698100	57185.693900	CCNP001670	1
12	1	0.513570	59691.119700	59691.112600	60217.392400	60217.389300	3	2	1.184676	61218.445400	61218.419300	62409.271600	62409.268100	CCNP001670	1
13	1	0.472816	64915.159000	64915.152600	65409.931300	65409.928100	3	2	0.777078	66411.409600	66411.402400	67193.694100	67193.690900	CCNP001670	0
14	1	0.408526	69699.444300	69699.438400	70129.327700	70129.324300	2	1	0.665624	71130.503400	71130.498000	71801.968000	71801.964700	CCNP001670	1
15	1	0.905463	74307.508700	74307.502900	75225.853400	75225.850200	3	1	1.304172	76227.146100	76227.140900	77537.165200	77537.161700	CCNP001670	1
16	1	0.483113	80043.216000	80043.210300	80537.473000	80537.469800	2	1	0.730010	81538.595200	81538.589700	82273.587300	82273.584200	CCNP001670	1
17	1	0.506021	84779.367000	84779.361400	85305.843400	85305.840100	2	1	0.513676	86306.931000	86306.925600	86825.850200	86825.846900	CCNP001670	0
18	1	1.064051	89331.488200	89331.481200	90417.256500	90417.253500	2	2	0.801295	91418.372100	91418.366700	92225.641500	92225.637300	CCNP001670	0
19	2	1.151765	94731.360400	94731.353400	95905.816400	95905.813200	3	2	0.834183	96906.778200	96906.772900	97745.609700	97745.606600	CCNP001670	0
20	2	0.402698	100252.127200	100252.120700	100673.296300	100673.293200	2	1	0.747340	101674.226500	101674.220600	102426.079500	102426.076100	CCNP001670	0
21	2	0.600082	104932.360100	104932.353100	105553.797000	105553.793700	2	2	1.457938	106554.875100	106554.854800	108017.966500	108017.963000	CCNP001670	0
22	1	0.903313	110523.570700	110523.563600	111441.589200	111441.584900	2	1	0.505489	112442.658400	112442.653200	112953.473700	112953.470400	CCNP001670	1
23	1	0.443208	115459.140300	115459.133400	115913.769900	115913.765500	2	1	0.433814	116914.895500	116914.890300	117353.595600	117353.592400	CCNP001670	1
24	1	0.315070	119859.063100	119859.056500	120185.560900	120185.557800	3	2	1.386175	121186.668500	121186.663500	122577.942600	122577.939200	CCNP001670	0
25	1	0.361102	125083.471800	125083.465000	125465.530600	125465.526200	2	1	0.370384	126466.637000	126466.631800	126841.937300	126841.934000	CCNP001670	0
26	1	0.685449	129347.958300	129347.947400	130057.348400	130057.344700	2	1	2.169767	131058.454400	131058.449000	133233.676500	133233.673300	CCNP001670	1
27	1	2.223476	135739.506000	135739.497100	137977.269000	137977.265800	2	1	0.585708	138978.387900	138978.382600	139569.494500	139569.491500	CCNP001670	1
28	1	0.410816	142075.314800	142075.307700	142497.568000	142497.563900	3	1	1.121111	143498.638900	143498.633000	144625.428300	144625.425000	CCNP001670	1
29	1	0.433521	147131.330600	147131.313100	147585.361100	147585.357900	2	1	0.666313	148586.531600	148586.513100	149257.939100	149257.935800	CCNP001670	1
30	1	0.464267	151764.502100	151764.493500	152249.288800	152249.285200	3	1	1.457767	153250.433400	153250.414900	154713.352200	154713.348900	CCNP001670	1
31	1	0.564567	157218.554100	157218.548400	157801.624600	157801.621400	2	1	0.616568	158802.741000	158802.735100	159425.137200	159425.133600	CCNP001670	1
32	1	0.466150	161931.299700	161931.293200	162417.821200	162417.817900	2	1	0.553839	163418.989600	163418.984600	163977.638500	163977.635500	CCNP001670	1
33	1	0.386126	166483.616700	166483.611400	166889.919400	166889.916100	2	1	0.720755	167891.111400	167891.106200	168617.267300	168617.264200	CCNP001670	0
34	1	0.455572	171122.859400	171122.853500	171593.643100	171593.638900	3	2	1.688441	172594.859400	172594.840900	174289.478400	174289.474200	CCNP001670	0
35	1	0.932410	176795.178800	176795.173200	177737.578900	177737.575800	3	1	1.105949	178738.793600	178738.788200	179849.838300	179849.835000	CCNP001670	1
36	1	0.527626	182355.270600	182355.265100	182897.862100	182897.859000	3	1	0.697317	183899.054400	183899.049100	184601.689600	184601.686400	CCNP001670	1
37	2	0.569605	187107.244600	187107.223300	187690.082100	187690.078900	3	1	0.376773	188691.284600	188691.279300	189073.245200	189073.242000	CCNP001670	1
38	2	0.413327	191578.659700	191578.654100	192001.646800	192001.642500	3	1	0.571782	193002.649300	193002.644100	193579.441800	193579.437700	CCNP001670	1
39	2	0.393530	196085.702000	196085.696000	196497.537300	196497.534000	3	1	0.482026	197498.907100	197498.896600	197985.895300	197985.892100	CCNP001670	0
40	1	0.504959	200491.154100	200491.148400	201009.655800	201009.651800	3	2	1.768891	202010.921600	202010.916200	203785.304000	203785.300800	CCNP001670	0
41	1	0.617932	206291.028800	206291.023400	206921.873700	206921.870400	2	1	0.329481	207923.101100	207923.095600	208257.706700	208257.703400	CCNP001670	1
42	1	0.363755	210763.146600	210763.141000	211147.539500	211147.534900	2	1	0.368124	212148.713100	212148.702900	212521.898700	212521.895300	CCNP001670	1
43	1	0.323740	215027.698000	215027.692400	215361.588900	215361.585800	2	1	0.448576	216362.792700	216362.774200	216817.856300	216817.851900	CCNP001670	1
44	1	0.352120	219323.647000	219323.641100	219689.481500	219689.478500	3	1	1.004058	220690.660800	220690.655400	221699.936200	221699.932900	CCNP001670	1
45	1	0.436227	224205.487400	224205.481500	224657.590400	224657.586200	2	1	0.584541	225658.780400	225658.774700	226249.571000	226249.566900	CCNP001670	0
46	2	0.439425	228754.999700	228754.993700	229210.060800	229210.057500	2	2	1.769235	230211.246400	230211.228500	231985.805200	231985.802100	CCNP001670	0
47	1	0.785792	234491.533900	234491.528200	235289.383400	235289.380100	3	1	0.976667	236290.669600	236290.664400	237273.746700	237273.742500	CCNP001670	1
48	1	0.474459	239779.255400	239779.249500	240274.573300	240274.570000	2	1	0.624452	241275.767300	241275.761600	241905.539000	241905.535900	CCNP001670	1
49	1	0.563763	244410.935300	244410.929600	244985.751000	244985.746800	2	1	0.729743	245986.984200	245986.963800	246721.798100	246721.794800	CCNP001670	1
50	1	0.459912	249227.493500	249227.488000	249697.684100	249697.681000	2	1	0.521719	250699.152600	250699.147400	251225.757800	251225.754600	CCNP001670	1
51	1	0.536345	253732.178200	253732.171100	254289.655800	254289.652200	2	2	1.555900	255290.914600	255290.909000	256851.852700	256851.849300	CCNP001670	1
52	2	0.863050	259358.625800	259358.619400	260233.596800	260233.593500	2	2	1.104947	261234.968800	261234.963700	262345.838400	262345.835300	CCNP001670	0
53	2	0.723521	264852.273800	264852.268500	265593.838000	265593.834700	3	1	1.057491	266595.131000	266595.125700	267658.016400	267658.013200	CCNP001670	0
54	2	0.336746	270164.469700	270164.461300	270521.750500	270521.747300	3	2	0.554051	271523.016800	271523.011400	272082.152700	272082.149400	CCNP001670	1
55	1	0.477372	274587.920000	274587.914800	275081.398700	275081.395600	2	1	0.689594	276082.574300	276082.569000	276777.477500	276777.473200	CCNP001670	1
56	1	0.345369	279283.275300	279283.269600	279649.264600	279649.261400	2	1	0.418182	280650.558100	280650.552900	281074.102000	281074.097400	CCNP001670	1
57	1	0.309266	283579.713100	283579.706600	283897.626300	283897.622800	2	1	0.346338	284898.886200	284898.865700	285250.159700	285250.156300	CCNP001670	1
58	1	0.326746	287755.850100	287755.844500	288097.508800	288097.505600	2	1	0.625785	289098.848000	289098.842800	289729.729900	289729.726700	CCNP001670	1
59	2	0.539322	292235.561200	292235.555300	292793.921100	292793.917600	3	1	1.513674	293795.306900	293795.301900	295314.364800	295314.360300	CCNP001670	0
60	2	0.308689	297820.119300	297820.113800	298145.912400	298145.909200	3	1	1.577360	299147.382200	299147.375500	300729.987300	300729.983900	CCNP001670	0
61	2	0.459938	303236.036700	303236.029500	303714.173100	303714.168500	3	2	0.361027	304715.495200	304715.489100	305081.623700	305081.620600	CCNP001670	1
62	1	0.364483	307587.322500	307587.316700	307969.568500	307969.564100	2	1	0.425343	308971.001500	308970.996000	309401.451500	309401.448400	CCNP001670	0
63	1	0.320958	311907.279000	311907.273100	312241.763400	312241.760100	2	2	0.481115	313243.084800	313243.079600	313729.603500	313729.600200	CCNP001670	0
64	2	0.676092	316235.509000	316235.503800	316929.927600	316929.924400	3	1	1.712278	317931.337300	317931.331000	319649.722700	319649.718400	CCNP001670	1
65	2	1.094734	322155.535500	322155.528900	323265.498400	323265.495300	3	1	0.481333	324266.874100	324266.869100	324753.629500	324753.625400	CCNP001670	1
66	2	0.499220	327259.418800	327259.413200	327769.830900	327769.827700	3	2	1.961177	328771.176500	328771.171400	330737.365700	330737.362600	CCNP001670	1
67	1	1.144833	354763.333600	354763.326900	355913.306700	355913.302400	2	1	0.658802	356914.551100	356914.544500	357579.204400	357579.201100	CCNP001670	1
68	1	0.409303	360085.495600	360085.490600	360513.431500	360513.428400	2	1	0.529654	361514.513700	361514.508000	362049.841900	362049.838700	CCNP001670	0
69	1	0.951097	364555.358400	364555.353000	365521.592300	365521.587800	2	1	0.649116	366522.522900	366522.518200	367177.824000	367177.819800	CCNP001670	0
70	2	0.840751	369683.493700	369683.487300	370545.357700	370545.354700	2	2	1.490329	371546.259300	371546.254400	373041.691600	373041.688400	CCNP001670	1
71	2	0.626569	375547.563800	375547.553800	376193.841900	376193.838600	3	1	0.345966	377194.707400	377194.702800	377545.820600	377545.817100	CCNP001670	1
72	2	0.386370	380051.609300	380051.603900	380458.057800	380458.054500	3	1	0.482156	381458.930700	381458.925900	381946.470200	381946.466900	CCNP001670	1
73	1	0.508114	384452.806700	384452.801200	384977.540600	384977.537100	2	1	0.680537	385978.771700	385978.766500	386666.264200	386666.259900	CCNP001670	1
74	1	0.429773	389171.909300	389171.903300	389617.585100	389617.582000	3	2	1.226431	390618.722500	390618.717300	391849.949900	391849.946500	CCNP001670	0
75	1	0.848140	394355.242600	394355.236300	395218.040600	395218.037300	2	2	1.681833	396218.910300	396218.905500	397905.662600	397905.659500	CCNP001670	0
76	1	0.300330	400411.222200	400411.216600	400721.611200	400721.608100	2	1	0.354157	401722.529600	401722.519000	402081.858000	402081.854700	CCNP001670	0
77	2	0.358812	404587.419000	404587.398700	404961.756300	404961.752900	3	2	0.530075	405962.640300	405962.635200	406497.965800	406497.962400	CCNP001670	0
78	2	0.341011	409003.622600	409003.616600	409361.682600	409361.679200	3	1	1.585038	410362.620800	410362.615800	411953.263000	411953.259200	CCNP001670	1
79	2	0.268805	414458.691800	414458.686300	414738.281200	414738.278000	3	1	0.409608	415739.169000	415739.164500	416154.032400	416154.029200	CCNP001670	1
80	2	0.274342	418659.422800	418659.417200	418945.430100	418945.426700	3	1	0.322408	419946.329300	419946.324400	420273.824100	420273.821000	CCNP001670	0
81	1	1.133392	422779.355300	422779.349700	423921.519200	423921.515700	2	1	0.714183	424922.522500	424922.508100	425641.913700	425641.910500	CCNP001670	0
82	1	0.390958	428148.331100	428148.293900	428546.058700	428546.055400	3	2	1.872293	429546.933400	429546.928300	431425.775600	431425.771400	CCNP001670	1
83	1	0.611063	433931.883600	433931.873900	434561.776700	434561.773500	3	2	1.705836	435562.637000	435562.631800	437273.868000	437273.864800	CCNP001670	0
84	1	0.621071	439779.261700	439779.249100	440410.143900	440410.140500	3	1	1.057814	441410.993000	441410.988000	442473.933700	442473.930200	CCNP001670	0
85	2	0.353820	444979.563200	444979.557600	445354.144600	445354.141400	3	2	1.176740	446355.027800	446355.023300	447537.724600	447537.720500	CCNP001670	1
