
trial	choice1	rts1	stim1ons_sl	stim1ons_ms	choice1ons_sl	choice1ons_ms	state	choice2	rts2	stim2ons_sl	stim2ons_ms	choice2ons_sl	choice2ons_ms	SC_ID	won

1	2	2.209222	350.069800	350.063900	2569.073000	2569.069200	3	2	1.752359	3572.668400	3572.662600	5329.306800	5329.302700	CCNP001604	1
2	2	0.390272	7833.998800	7833.993500	8233.715800	8233.712200	3	2	0.586534	9235.299200	9235.293700	9825.051700	9825.048500	CCNP001604	0
3	2	0.344916	12330.109400	12330.104100	12688.824100	12688.820500	3	2	0.371504	13690.292600	13690.286700	14065.196100	14065.192600	CCNP001604	0
4	2	0.248486	16571.340400	16571.335000	16825.119300	16825.116100	3	1	1.009786	17827.033800	17827.026900	18840.819100	18840.815500	CCNP001604	0
5	2	1.129480	21348.602400	21348.596500	22489.511600	22489.508100	3	1	0.415295	23492.862600	23492.856100	23913.033700	23913.030400	CCNP001604	1
6	2	0.734781	26421.506200	26421.499800	27161.392600	27161.389400	3	2	2.547339	28162.478700	28162.473200	30713.206800	30713.203600	CCNP001604	0
7	1	0.518762	33216.470600	33216.463700	33745.522800	33745.519400	2	1	2.658111	34746.731600	34746.725300	37409.979100	37409.975300	CCNP001604	1
8	1	0.778384	39913.382600	39913.377300	40705.125900	40705.122400	3	2	1.684180	41706.042800	41706.038100	43393.594100	43393.590100	CCNP001604	1
9	1	1.195529	45897.289600	45897.284400	47105.561200	47105.557600	2	1	0.579053	48106.541300	48106.536400	48689.058500	48689.055400	CCNP001604	1
10	1	0.484881	51193.145200	51193.117100	51681.164300	51681.161200	3	2	1.635704	52682.114800	52682.110300	54321.451100	54321.447500	CCNP001604	0
11	1	0.370730	56824.844300	56824.836800	57200.769200	57200.765500	2	1	0.876042	58201.752500	58201.748000	59081.110200	59081.107000	CCNP001604	1
12	1	0.343978	61584.424200	61584.418800	61937.544600	61937.541200	3	2	2.051552	62938.440000	62938.434800	64993.228200	64993.224600	CCNP001604	1
13	1	0.451088	67496.531300	67496.525500	67961.373500	67961.370200	2	1	0.395309	68962.363100	68962.358500	69361.057300	69361.054000	CCNP001604	0
14	1	0.348091	71864.483300	71864.477100	72224.966900	72224.963700	2	1	0.329895	73226.694800	73226.687800	73561.238100	73561.233900	CCNP001604	0
15	1	0.468216	76064.927700	76064.921100	76545.082900	76545.079600	3	1	1.579445	77546.033800	77546.029300	79128.915400	79128.912200	CCNP001604	1
16	1	0.158112	81632.774000	81632.768900	81801.465900	81801.458000	3	2	2.091693	82802.379200	82802.374400	84897.464400	84897.460800	CCNP001604	1
17	1	0.246115	87400.998900	87400.992600	87656.770300	87656.766500	3	2	2.291795	88657.828800	88657.823200	90953.400000	90953.396600	CCNP001604	0
18	1	0.388463	93456.757900	93456.752300	93849.494900	93849.491500	3	2	2.027647	94850.507700	94850.503300	96881.557500	96881.554300	CCNP001604	0
19	2	0.088020	99384.892200	99384.886000	99481.631000	99481.627500	3	1	1.283168	100482.570400	100482.565600	101768.945600	101768.942300	CCNP001604	1
20	1	0.092990	104272.447600	104272.442300	104369.568000	104369.564700	2	2	1.307306	105370.692500	105370.687600	106681.302200	106681.299100	CCNP001604	1
21	1	0.199532	109184.930800	109184.924600	109393.194100	109393.190600	2	2	0.907635	110394.265300	110394.260100	111305.230100	111305.226900	CCNP001604	0
22	1	0.268308	113808.985700	113808.979100	114081.113000	114081.109900	3	1	1.099693	115082.117400	115082.113000	116185.082700	116185.079600	CCNP001604	0
23	1	0.251360	118688.591600	118688.586500	118944.882900	118944.879700	2	1	0.524290	119945.884200	119945.879400	120473.434000	120473.430600	CCNP001604	1
24	1	0.199895	122976.925000	122976.920100	123193.560800	123193.557500	3	2	1.995418	124194.594300	124194.589700	126193.444400	126193.440700	CCNP001604	1
25	1	0.595331	128696.926800	128696.921500	129305.487500	129305.484000	2	1	0.283325	130306.533200	130306.528400	130593.402100	130593.398700	CCNP001604	1
26	1	0.322684	133096.786300	133096.781300	133433.269000	133433.264700	2	1	0.339507	134434.263900	134434.259000	134777.117700	134777.113400	CCNP001604	0
27	1	0.395409	137280.518700	137280.512400	137689.156200	137689.153000	3	2	2.034529	138690.167400	138690.162800	140728.703200	140728.699500	CCNP001604	1
28	1	0.821807	143232.192700	143232.187700	144065.448000	144065.444700	2	1	0.755405	145066.487500	145066.482800	145825.225100	145825.221900	CCNP001604	1
29	1	0.176738	148329.636200	148329.631000	148520.911600	148520.908100	3	1	0.276230	149521.998600	149521.993500	149801.602400	149801.599200	CCNP001604	1
30	1	0.091508	152305.142500	152305.137400	152401.719100	152401.715800	3	1	0.306111	153402.813900	153402.809000	153713.251600	153713.247400	CCNP001604	0
31	1	0.398174	156216.899200	156216.892700	156624.940000	156624.936800	2	1	0.602637	157626.459300	157626.453400	158232.949600	158232.946400	CCNP001604	0
32	1	0.233046	160736.562900	160736.557800	160976.845600	160976.842300	2	1	0.715875	161977.975300	161977.970200	162697.209000	162697.205800	CCNP001604	0
33	1	0.198796	165201.190300	165201.183900	165409.210800	165409.193200	2	2	0.938607	166410.513000	166410.507800	167352.841200	167352.837700	CCNP001604	0
34	1	0.380679	169856.670700	169856.665200	170241.231100	170241.227900	2	2	2.035045	171242.400100	171242.395200	173280.998000	173280.994700	CCNP001604	1
35	1	0.895621	175784.551100	175784.546200	176689.404400	176689.401200	2	1	1.059033	177690.522500	177690.517800	178753.253200	178753.249800	CCNP001604	0
36	1	0.315791	181257.019700	181257.014000	181577.055600	181577.052400	2	2	1.083683	182578.236500	182578.230600	183665.250300	183665.247100	CCNP001604	1
37	2	0.280389	186168.872800	186168.867600	186457.165200	186457.162000	3	2	1.010708	187458.310100	187458.304800	188472.864500	188472.861300	CCNP001604	0
38	2	0.471282	190977.300400	190977.293000	191465.142200	191465.139100	3	2	0.723396	192466.261500	192466.256600	193193.235300	193193.231600	CCNP001604	1
39	2	0.243116	195696.655000	195696.649900	195953.274500	195953.271300	3	2	0.530797	196954.401500	196954.396600	197488.965200	197488.961600	CCNP001604	0
40	2	0.189150	199993.406200	199993.399100	200185.734700	200185.731200	3	1	0.282712	201186.858300	201186.853200	201472.943700	201472.940700	CCNP001604	1
41	1	0.231695	203977.121500	203977.114200	204225.286700	204225.283200	3	1	0.251002	205226.476200	205226.470700	205480.977800	205480.974500	CCNP001604	1
42	1	0.199883	207984.784200	207984.778100	208193.480600	208193.477300	2	2	1.139457	209194.564700	209194.559500	210337.173000	210337.169900	CCNP001604	1
43	1	0.265932	212840.800700	212840.795600	213112.902600	213112.899000	2	1	0.619844	214114.099400	214114.094200	214737.398800	214737.395400	CCNP001604	0
44	1	0.306432	217241.388800	217241.382600	217553.220900	217553.217600	2	1	0.211437	218554.390000	218554.384500	218769.086200	218769.083000	CCNP001604	0
45	1	0.012052	221273.067200	221273.061700	221288.927400	221288.924000	3	1	0.251968	222290.214800	222290.209600	222545.585300	222545.581800	CCNP001604	1
46	1	0.219476	225049.742500	225049.733900	225281.896700	225281.892500	3	1	0.290648	226283.039300	226283.034200	226577.156100	226577.152500	CCNP001604	0
47	1	0.179580	229081.050800	229081.044300	229273.191800	229273.188700	2	1	0.451153	230274.364900	230274.360000	230729.145500	230729.142400	CCNP001604	1
48	1	0.212446	233232.865400	233232.859900	233456.867000	233456.863300	3	2	1.187453	234458.016700	234458.011500	235649.120900	235649.117700	CCNP001604	1
49	1	0.256723	238152.824700	238152.819400	238417.196800	238417.193500	2	1	0.779256	239418.525700	239418.519500	240200.995000	240200.991800	CCNP001604	0
50	1	0.283322	242704.616300	242704.610800	242993.753800	242993.750500	2	2	1.130243	243994.915500	243994.910500	245129.056500	245129.052200	CCNP001604	0
51	1	0.102002	247632.654100	247632.648900	247745.686500	247745.683100	2	1	0.306782	248746.905600	248746.900600	249056.966500	249056.963100	CCNP001604	0
52	1	0.239482	251561.229700	251561.223700	251817.291700	251817.287600	2	1	0.298803	252818.506700	252818.501300	253120.802200	253120.798500	CCNP001604	1
53	1	0.306969	255624.535300	255624.530300	255936.984000	255936.980300	2	2	1.739536	256938.170800	256938.165800	258680.929400	258680.925800	CCNP001604	1
54	1	0.230715	261184.654700	261184.649600	261424.870200	261424.866700	2	1	0.347160	262426.361600	262426.353500	262776.988300	262776.985000	CCNP001604	1
55	1	0.242537	265280.676100	265280.656400	265538.880100	265538.876000	3	1	0.728518	266540.160100	266540.155100	267272.930700	267272.926900	CCNP001604	1
56	1	0.478932	269777.071700	269777.066300	270272.982800	270272.979600	3	1	1.123296	271274.232800	271274.227400	272401.118400	272401.115300	CCNP001604	1
57	1	0.035085	274904.693200	274904.688100	274945.446700	274945.443300	2	1	0.771376	275946.713700	275946.695700	276721.505100	276721.501500	CCNP001604	0
58	1	0.010393	279225.431000	279225.425500	279241.125200	279241.121200	2	2	2.067221	280242.348900	280242.343800	282313.032700	282313.029600	CCNP001604	1
59	1	0.221973	284816.685300	284816.680100	285049.193000	285049.189800	2	1	0.475311	286050.412800	286050.407500	286529.043500	286529.040300	CCNP001604	0
60	1	0.237521	289033.063600	289033.058300	289281.474100	289281.470700	3	2	1.379882	290282.775100	290282.770200	291666.075000	291666.071500	CCNP001604	0
61	1	0.263320	294169.903900	294169.898800	294441.253900	294441.249600	2	1	0.787333	295442.525500	295442.520300	296233.267800	296233.264500	CCNP001604	1
62	1	0.049889	298737.156500	298737.151500	298793.705200	298793.701900	3	1	0.242668	299794.881300	299794.875200	300041.036000	300041.032900	CCNP001604	1
63	1	0.328777	302544.832400	302544.827600	302889.757800	302889.753300	2	1	0.298285	303890.707600	303890.702400	304193.349000	304193.344900	CCNP001604	1
64	1	0.099233	306697.114300	306697.108600	306809.700000	306809.694200	2	2	0.339074	307810.651600	307810.646700	308153.232600	308153.229400	CCNP001604	1
65	1	0.273616	310657.831300	310657.826200	310937.236300	310937.232200	3	1	0.235785	311938.163400	311938.158500	312177.172400	312177.169200	CCNP001604	1
66	2	2.115264	314681.079400	314681.074100	316809.162000	316809.158800	2	1	0.266771	317810.416500	317810.410500	318081.007000	318081.003900	CCNP001604	1
67	1	1.055574	326910.824600	326910.816000	327969.137200	327969.134000	3	1	0.354843	328970.146200	328970.141500	329328.918600	329328.915100	CCNP001604	1
68	1	0.332677	331832.390100	331832.385100	332177.034900	332177.030700	2	1	0.715873	333178.046900	333178.027100	333897.264200	333897.261000	CCNP001604	0
69	1	0.246686	336401.812100	336401.806700	336657.428000	336657.424600	2	2	0.739221	337658.391000	337658.385700	338401.158700	338401.155400	CCNP001604	0
70	1	0.274709	340904.670300	340904.665300	341185.185000	341185.181900	2	1	1.051382	342186.134500	342186.129700	343240.904200	343240.900800	CCNP001604	1
71	2	0.480628	345744.543500	345744.538100	346241.232400	346241.229200	2	1	0.251883	347242.098500	347242.093400	347497.348200	347497.344900	CCNP001604	0
72	1	0.277871	350001.606800	350001.601800	350288.810100	350288.806400	2	1	0.244190	351289.739100	351289.734500	351537.420200	351537.417000	CCNP001604	1
73	1	0.268092	354040.894000	354040.881400	354312.974400	354312.971200	2	2	0.522521	355315.039600	355315.027600	355841.083900	355841.080700	CCNP001604	1
74	1	0.160908	358344.595400	358344.590300	358521.399400	358521.396000	2	1	0.275497	359522.356800	359522.352000	359801.154000	359801.150900	CCNP001604	0
75	1	0.458487	362305.481200	362305.476100	362769.160800	362769.157500	2	1	0.267708	363770.145300	363770.140100	364041.165600	364041.162500	CCNP001604	1
76	1	0.121138	366544.733300	366544.728000	366681.773400	366681.770100	3	1	1.098913	367682.807900	367682.788400	368785.029600	368785.026500	CCNP001604	0
77	1	0.387401	371288.592400	371288.587400	371681.195000	371681.191500	2	1	0.235787	372682.181200	372682.176200	372921.192100	372921.189000	CCNP001604	1
78	1	0.035384	375424.816500	375424.811200	375465.748300	375465.745000	2	2	0.795062	376466.691600	376466.686800	377265.099500	377265.096400	CCNP001604	1
