
trial	choice1	rts1	stim1ons_sl	stim1ons_ms	choice1ons_sl	choice1ons_ms	state	choice2	rts2	stim2ons_sl	stim2ons_ms	choice2ons_sl	choice2ons_ms	SC_ID	won

1	2	2.540502	333.860400	333.855000	2879.142800	2879.139500	3	2	0.553173	3883.267500	3883.259500	4439.863900	4439.860600	CCNP001679	1
2	2	1.052255	6944.355200	6944.350000	8007.483100	8007.479900	3	2	0.498818	9008.974600	9008.960200	9511.119000	9511.115700	CCNP001679	1
3	2	0.745074	12016.634600	12016.629500	12767.044500	12767.041200	3	2	0.442918	13768.321100	13768.314100	14214.967200	14214.963600	CCNP001679	1
4	2	0.706590	16720.521500	16720.516300	17431.133100	17431.129800	3	2	1.082913	18432.509800	18432.503200	19519.008100	19519.004600	CCNP001679	0
5	1	1.000452	22025.024300	22025.019200	23039.051600	23039.048100	3	1	0.657965	24041.927900	24041.922300	24703.375500	24703.372300	CCNP001679	0
6	2	0.521218	27210.855700	27210.848700	27743.269700	27743.266500	2	2	0.523772	28744.524000	28744.517500	29272.017100	29272.013700	CCNP001679	0
7	2	0.595127	31775.221700	31775.215500	32383.679800	32383.676400	2	2	0.482924	33384.672300	33384.667000	33871.291700	33871.287300	CCNP001679	0
8	1	0.730533	36374.569400	36374.564600	37119.038900	37119.035600	2	1	0.491795	38120.010800	38120.006200	38615.589200	38615.585900	CCNP001679	1
9	1	0.674729	41119.270700	41119.264300	41799.440400	41799.437300	2	1	0.339943	42800.448900	42800.444300	43143.764600	43143.761200	CCNP001679	1
10	1	0.495877	45647.308700	45647.298200	46151.279000	46151.275700	3	1	0.483604	47152.366800	47152.361500	47639.585900	47639.582600	CCNP001679	1
11	1	0.979948	50145.397400	50145.391300	51135.180000	51135.176800	2	1	0.426535	52136.376000	52136.365300	52567.025300	52567.021200	CCNP001679	1
12	1	0.587661	55070.467300	55070.461300	55663.648100	55663.643900	2	1	0.482276	56664.763900	56664.758900	57150.944000	57150.940400	CCNP001679	1
13	1	0.565520	59654.792400	59654.784200	60223.635700	60223.632200	2	1	0.483629	61224.698600	61224.693400	61711.648300	61711.644900	CCNP001679	1
14	1	0.577301	64214.970500	64214.964900	64799.210100	64799.207000	2	1	0.538788	65800.132100	65800.127500	66343.441600	66343.437300	CCNP001679	0
15	2	0.528057	68846.807400	68846.801500	69383.328800	69383.325600	3	2	0.548031	70384.336600	70384.331400	70935.632800	70935.629400	CCNP001679	0
16	1	0.480260	73439.372800	73439.366700	73935.722200	73935.718900	3	1	0.555195	74936.754100	74936.748900	75495.684000	75495.680700	CCNP001679	0
17	2	0.393156	77999.263400	77999.256800	78398.982400	78398.978800	3	2	0.411782	79400.116400	79400.111300	79815.277500	79815.274400	CCNP001679	1
18	2	0.492123	82318.698900	82318.693000	82815.080700	82815.077500	3	2	0.474765	83816.384500	83816.359000	84295.171600	84295.168100	CCNP001679	0
19	1	0.442122	86798.576800	86798.570500	87247.667500	87247.664300	2	1	0.411432	88248.726800	88248.721700	88663.550500	88663.547200	CCNP001679	1
20	1	0.531207	91167.170200	91167.164500	91703.268600	91703.265400	2	1	0.459553	92704.321100	92704.311600	93167.118100	93167.114800	CCNP001679	1
21	1	0.708676	95670.824500	95670.819300	96383.387200	96383.383800	2	1	0.435551	97384.472400	97384.467300	97823.313000	97823.309900	CCNP001679	1
22	1	0.588353	100326.949700	100326.944500	100927.129000	100927.125800	2	1	0.548189	101928.124600	101928.118900	102479.716600	102479.713200	CCNP001679	0
23	2	0.411249	104983.364200	104983.359200	105399.757700	105399.754400	2	2	0.506854	106400.794900	106400.788900	106911.252300	106911.248800	CCNP001679	0
24	1	0.352905	109414.806200	109414.800500	109775.135400	109775.131600	3	1	0.835631	110776.152100	110776.147200	111615.185000	111615.181600	CCNP001679	1
25	1	0.700272	114118.731100	114118.726000	114823.305700	114823.302100	2	1	0.434825	115824.408100	115824.402900	116263.381500	116263.377300	CCNP001679	0
26	2	0.395545	118767.009100	118767.003500	119167.716100	119167.712800	3	2	0.731082	120168.804700	120168.799600	120903.323300	120903.320100	CCNP001679	1
27	2	0.425144	123407.030700	123407.024100	123847.098800	123847.095700	2	2	0.514930	124848.237500	124848.232400	125366.963500	125366.960000	CCNP001679	0
28	1	0.067532	127870.662200	127870.656700	127943.027500	127943.024100	2	1	0.803437	128944.169000	128944.161400	129750.984700	129750.981300	CCNP001679	1
29	1	0.516419	132255.258400	132255.252100	132775.288400	132775.284800	2	1	0.491971	133776.388200	133776.382900	134272.053200	134272.049800	CCNP001679	0
30	2	1.338256	136775.863000	136775.857700	138127.226800	138127.223600	2	2	0.451390	139128.316100	139128.308500	139583.075700	139583.072600	CCNP001679	1
31	2	0.387139	142086.697100	142086.691800	142479.611500	142479.607000	3	2	0.499002	143480.725300	143480.720400	143983.278600	143983.275400	CCNP001679	0
32	1	0.795306	146487.078900	146487.072800	147287.109600	147287.106400	2	1	0.523981	148288.252000	148288.246200	148815.620000	148815.616600	CCNP001679	1
33	1	0.739319	151319.275700	151319.270800	152063.656600	152063.652500	3	1	0.562331	153064.775500	153064.770500	153630.884200	153630.880400	CCNP001679	0
34	2	0.467748	156134.471100	156134.465900	156607.143200	156607.138800	2	2	0.484144	157608.300300	157608.294900	158095.887800	158095.884500	CCNP001679	1
35	2	0.553350	160599.378900	160599.373900	161159.012700	161159.009200	3	2	0.596073	162159.999500	162159.994100	162759.325300	162759.322100	CCNP001679	1
36	2	0.495108	165262.819300	165262.814900	165767.132600	165767.129300	3	2	0.627714	166768.361200	166768.356100	167399.644500	167399.641200	CCNP001679	1
37	2	0.474183	169903.358200	169903.350000	170383.042100	170383.038600	3	2	0.611728	171384.218700	171384.213400	171999.326800	171999.323500	CCNP001679	0
38	1	0.274586	174502.971600	174502.966500	174783.086900	174783.083400	3	1	0.500036	175784.285900	175784.280200	176287.678900	176287.675600	CCNP001679	1
39	1	0.505839	178791.626400	178791.621600	179311.355600	179311.352600	3	1	0.475532	180312.582000	180312.575900	180791.489000	180791.485600	CCNP001679	1
40	1	0.317930	183295.247300	183295.242400	183623.311200	183623.308000	2	1	0.731835	184624.507800	184624.502700	185359.767600	185359.764000	CCNP001679	0
41	2	0.422419	187863.562000	187863.556900	188295.020400	188295.016900	3	2	0.427921	189296.232300	189296.227000	189727.619900	189727.616300	CCNP001679	0
42	1	0.240460	192231.320000	192231.315000	192479.592300	192479.589000	3	1	0.579165	193480.736200	193480.730900	194063.296700	194063.293500	CCNP001679	0
43	2	1.338401	196567.201700	196567.196600	197911.050300	197911.046700	3	2	0.947595	198912.280900	198912.275500	199863.450100	199863.447000	CCNP001679	0
44	1	0.467036	202367.020600	202367.015600	202839.338100	202839.334900	2	1	0.571296	203840.550400	203840.545100	204415.116000	204415.112700	CCNP001679	1
45	1	0.948076	206918.840200	206918.835400	207871.445300	207871.440800	2	1	0.547236	208872.670600	208872.665400	209423.381500	209423.378400	CCNP001679	1
46	1	0.596584	211927.239600	211927.234700	212535.333400	212535.330300	2	1	0.819112	213536.589300	213536.584300	214359.385200	214359.382000	CCNP001679	0
47	2	0.470783	216862.906900	216862.901700	217343.098400	217343.094800	3	2	0.980173	218344.371800	218344.365200	219327.804300	219327.801000	CCNP001679	0
48	1	0.608546	221831.435500	221831.430400	222447.590700	222447.587300	2	1	0.827305	223448.785500	223448.780400	224279.376200	224279.372700	CCNP001679	1
49	2	0.962627	226782.842200	226782.837200	227751.569200	227751.566000	3	2	0.987163	228752.810100	228752.804800	229743.317100	229743.314000	CCNP001679	1
50	2	0.527644	232247.349700	232247.343800	232783.280700	232783.277500	2	2	0.690703	233784.518600	233784.513300	234479.156000	234479.152400	CCNP001679	1
51	2	0.842070	236982.786000	236982.781200	237831.061500	237831.057500	2	2	1.027149	238832.225900	238832.221000	239863.035200	239863.031700	CCNP001679	0
52	1	0.258330	242366.547600	242366.542600	242631.230100	242631.225700	3	1	0.883784	243632.482700	243632.477100	244519.701800	244519.698400	CCNP001679	0
53	2	0.288919	247023.748300	247023.742700	247327.834300	247327.830900	3	2	0.555108	248329.055900	248329.050900	248887.578600	248887.575200	CCNP001679	1
54	2	0.401867	251391.421000	251391.416300	251807.403100	251807.399900	3	2	0.691548	252808.656800	252808.651200	253503.583800	253503.580600	CCNP001679	1
55	2	0.472850	256008.133500	256008.128900	256495.109800	256495.106600	3	2	0.700108	257496.286200	257496.281000	258199.694800	258199.690900	CCNP001679	0
56	1	0.258828	260703.641300	260703.636100	260967.420500	260967.417300	3	1	0.707560	261968.645800	261968.640800	262679.642300	262679.638900	CCNP001679	1
57	1	1.018615	265183.424000	265183.419100	266207.643800	266207.633200	2	1	1.050176	267208.973100	267208.968000	268262.925000	268262.921200	CCNP001679	0
58	2	0.523181	270766.776600	270766.771600	271295.524600	271295.521500	3	2	0.835107	272296.812400	272296.807100	273135.273200	273135.270100	CCNP001679	0
59	1	0.094995	275639.186000	275639.181000	275751.561400	275751.557200	3	1	0.618062	276752.816700	276752.811300	277375.083600	277375.080200	CCNP001679	1
60	1	0.445566	279878.937100	279878.932300	280335.145200	280335.141300	2	1	0.699550	281336.408200	281336.402400	282039.539100	282039.535700	CCNP001679	1
61	1	0.260049	284543.185400	284543.180600	284815.676700	284815.673400	2	1	0.690986	285816.947700	285816.927500	286511.409700	286511.406500	CCNP001679	1
62	1	0.624230	289015.342600	289015.337600	289647.451800	289647.447600	2	1	0.563238	290648.757800	290648.752900	291215.368900	291215.365800	CCNP001679	0
63	2	0.315186	293719.277300	293719.272100	294039.172000	294039.167900	3	2	0.524093	295040.414500	295040.409200	295567.911300	295567.907800	CCNP001679	0
64	1	1.019790	298072.023600	298072.015100	299095.360100	299095.356900	3	1	0.483497	300096.573100	300096.568000	300583.379000	300583.375900	CCNP001679	1
65	1	0.508291	303087.030000	303087.025400	303599.892700	303599.889400	2	1	0.643048	304600.828500	304600.824000	305247.201100	305247.197900	CCNP001679	0
66	2	0.363728	307750.615900	307750.611000	308119.156200	308119.153000	3	2	0.684186	309120.090700	309120.085800	309807.807800	309807.804400	CCNP001679	1
67	2	1.448178	326996.757700	326996.752300	328447.818000	328447.814600	2	2	0.635084	329448.748400	329448.743500	330087.382700	330087.378500	CCNP001679	1
68	2	0.505454	332591.611900	332591.607200	333111.365500	333111.362500	3	2	0.459531	334112.278600	334112.273700	334575.292100	334575.289100	CCNP001679	1
