
trial	choice1	rts1	stim1ons_sl	stim1ons_ms	choice1ons_sl	choice1ons_ms	state	choice2	rts2	stim2ons_sl	stim2ons_ms	choice2ons_sl	choice2ons_ms	SC_ID	won

1	1	1.885710	1152.426200	1152.412400	3048.112100	3048.104100	3	2	1.148874	4061.205500	4061.188200	5228.033900	5228.028200	1613	0
2	1	0.395020	7746.881600	7746.874900	8158.663100	8158.655600	2	2	0.974041	9160.374500	9160.367500	10137.960500	10137.952800	1613	0
3	1	0.293336	12648.178300	12648.171000	12958.314600	12958.307400	2	1	0.332757	13959.831300	13959.824700	14298.381100	14298.374000	1613	1
4	1	0.325781	16816.269400	16816.258000	17158.504500	17158.497100	2	1	0.467188	18183.368300	18183.358600	18667.523000	18667.513600	1613	1
5	1	0.397477	21185.665800	21185.657100	21597.413800	21597.409500	2	1	0.770817	22602.197700	22602.190800	23388.302000	23388.294600	1613	1
6	1	0.259973	25901.170400	25901.164100	26177.716400	26177.712400	2	2	1.152702	27179.072300	27179.065000	28337.895900	28337.888000	1613	0
7	2	0.407898	30852.572500	30852.562400	31277.643700	31277.634800	3	2	0.821033	32280.624600	32280.606900	33107.753400	33107.747200	1613	0
8	1	0.179729	35620.224100	35620.217500	35817.079900	35817.072200	2	1	0.269041	36818.229600	36818.223100	37106.369800	37106.366000	1613	1
9	1	0.362016	39638.091300	39638.080800	40016.920700	40016.906000	2	1	0.525244	41017.910800	41017.904100	41546.898500	41546.891000	1613	1
10	1	0.454338	44055.802200	44055.793900	44527.081500	44527.074500	2	1	0.416337	45529.863600	45529.845500	45956.284200	45956.279100	1613	1
11	2	0.376357	48473.362300	48473.355100	48866.492000	48866.488000	2	1	1.213066	49867.492100	49867.485400	51086.708800	51086.704100	1613	1
12	1	0.429563	53591.175100	53591.168900	54037.889600	54037.881700	3	2	0.908201	55040.399900	55040.373200	55967.384200	55967.376900	1613	1
13	1	0.283991	58475.988900	58475.980000	58776.611400	58776.607600	2	1	0.553601	59777.603300	59777.596700	60346.940100	60346.933800	1613	1
14	1	0.339929	62860.431100	62860.422400	63217.236300	63217.229000	3	2	0.519804	64218.193700	64218.187400	64747.374900	64747.367500	1613	1
15	1	0.318172	67261.352100	67261.342300	67596.446100	67596.440200	2	1	0.444169	68599.165200	68599.119000	69056.472700	69056.468600	1613	1
16	1	0.367558	71562.486900	71562.480200	71946.615700	71946.611600	2	1	0.493432	72947.550800	72947.544200	73456.421300	73456.416700	1613	1
17	1	0.450311	75980.468100	75980.458400	76447.596200	76447.588900	2	1	0.572396	77449.132000	77449.120700	78036.468400	78036.464300	1613	0
18	2	0.271116	80547.922000	80547.916100	80835.961500	80835.956200	2	1	1.197185	81836.911400	81836.903900	83045.981500	83045.973900	1613	1
19	2	0.469310	85549.063200	85549.056300	86035.376200	86035.372300	3	2	0.975721	87036.615900	87036.608900	88025.502400	88025.498300	1613	0
20	2	0.314974	90533.965200	90533.957700	90866.065100	90866.055900	2	1	0.491404	91867.349600	91867.341600	92375.839200	92375.834300	1613	1
21	2	0.293779	94885.024000	94885.017000	95195.366100	95195.362300	3	2	1.053463	96196.582600	96196.575500	97255.423700	97255.419700	1613	0
22	2	0.279319	99769.374200	99769.368100	100065.614900	100065.610700	3	1	0.906015	101066.610500	101066.604200	101976.086600	101976.079500	1613	1
23	1	0.252012	104487.332800	104487.325400	104756.667700	104756.658100	2	1	0.304452	105757.694900	105757.682300	106075.671300	106075.667500	1613	0
24	1	0.850307	108588.679200	108588.668800	109455.534500	109455.530300	2	1	0.292575	110456.580900	110456.574100	110765.795200	110765.786200	1613	1
25	1	0.646567	113272.955500	113272.948500	113936.499400	113936.492100	2	1	0.328800	114937.568200	114937.562000	115285.729200	115285.723800	1613	1
26	1	0.527595	117790.359100	117790.352900	118335.137800	118335.132800	3	2	1.794572	119336.190100	119336.183000	121135.755200	121135.747900	1613	0
27	1	0.255436	123642.037900	123642.031600	123914.597200	123914.588000	2	1	0.398673	124917.550500	124917.521400	125325.096600	125325.089400	1613	1
28	1	0.504715	127843.281800	127843.273100	128364.447300	128364.443300	3	1	0.477417	129365.481200	129365.474400	129854.552000	129854.546700	1613	1
29	1	0.287233	132360.852800	132360.846400	132665.284100	132665.276700	3	1	0.706381	133666.358000	133666.350900	134384.545300	134384.541100	1613	1
30	1	0.272350	136895.294400	136895.288100	137184.922600	137184.915100	3	1	1.068961	138185.987600	138185.980900	139265.149400	139265.142100	1613	1
31	1	0.248046	141780.236600	141780.226100	142045.263100	142045.253900	2	1	0.360787	143046.418400	143046.407800	143424.893900	143424.886400	1613	1
32	1	0.257352	145930.895200	145930.888400	146205.284400	146205.276900	2	1	0.309995	147206.454400	147206.447400	147524.698000	147524.693000	1613	1
33	1	0.289633	150048.892900	150048.882300	150355.020300	150355.015100	2	1	0.379019	151356.212000	151356.205000	151745.000400	151744.992700	1613	1
34	1	0.417612	154249.485900	154249.479100	154684.637100	154684.628400	2	1	0.423553	155687.374700	155687.356800	156124.586100	156124.577200	1613	1
35	1	0.413607	158634.098000	158634.091200	159064.425500	159064.421400	3	1	1.439851	160067.304400	160067.277300	161524.965300	161524.959400	1613	0
36	2	0.254274	164052.383800	164052.373400	164323.572300	164323.563500	2	1	0.357599	165326.566200	165326.536400	165693.633000	165693.627900	1613	0
37	2	0.393834	168203.231200	168203.223300	168614.002300	168613.994900	3	2	0.602939	169615.199400	169615.191900	170223.710800	170223.702000	1613	0
38	1	0.250050	172737.950100	172737.939300	173004.630100	173004.623100	2	1	0.315526	174020.733900	174020.721700	174354.008800	174353.988100	1613	0
39	1	0.254470	176872.590000	176872.573300	177143.308500	177143.303900	3	1	1.014871	178167.464700	178167.440200	179204.312400	179204.304900	1613	0
40	1	0.224073	181723.461200	181723.450400	181964.234200	181964.227000	2	1	0.260431	182965.477200	182965.465100	183233.922000	183233.916200	1613	1
41	1	0.415474	185740.997200	185740.987600	186173.738800	186173.729800	3	2	0.701722	187174.885500	187174.878400	187893.527700	187893.520100	1613	0
42	1	0.358233	190408.867100	190408.857700	190783.529300	190783.525300	2	1	0.641686	191784.678400	191784.671700	192434.373100	192434.366100	1613	0
43	2	0.293539	194943.024200	194943.016900	195253.395000	195253.391000	3	1	0.643683	196254.523500	196254.516400	196903.997900	196903.990600	1613	1
44	1	0.446069	199410.823500	199410.817600	199874.068200	199874.061000	3	2	1.188573	200875.869100	200875.857900	202083.305400	202083.301300	1613	0
45	1	0.291803	204595.558100	204595.550700	204904.287200	204904.280000	2	1	0.330487	205907.058700	205907.041300	206243.349800	206243.345800	1613	1
46	1	0.612752	208763.496500	208763.485100	209392.961400	209392.953600	3	2	0.995370	210394.105200	210394.098600	211392.589800	211392.581700	1613	0
47	1	0.288003	213897.557400	213897.551000	214202.987300	214202.980200	2	1	0.317198	215206.238500	215206.181000	215532.297300	215532.293400	1613	0
48	1	0.306862	218048.949600	218048.939600	218372.306000	218372.302100	2	1	0.409370	219373.431300	219373.424800	219792.581800	219792.573100	1613	0
49	2	0.236295	222300.091300	222300.082500	222553.423200	222553.405900	2	2	0.455432	223554.631400	223554.623800	224022.792800	224022.785300	1613	0
50	1	0.621501	226534.476700	226534.466700	227172.420100	227172.415900	3	1	0.697981	228173.722400	228173.715700	228884.011500	228884.003800	1613	1
51	1	0.433012	231402.317400	231402.307100	231852.570400	231852.562700	2	2	0.382497	232853.722600	232853.715500	233252.625500	233252.617700	1613	1
52	1	0.455471	235769.835200	235769.828300	236242.690000	236242.680900	2	2	0.649043	237245.667300	237245.648800	237903.400500	237903.392400	1613	0
53	1	0.744801	240421.370500	240421.360200	241182.522200	241182.517900	2	1	0.474085	242184.808300	242184.777700	242663.027100	242663.019300	1613	0
54	1	0.683795	245172.183200	245172.176800	245872.692400	245872.687700	2	2	1.403571	246875.168500	246875.157700	248293.160300	248293.152700	1613	1
