
trial	choice1	rts1	stim1ons_sl	stim1ons_ms	choice1ons_sl	choice1ons_ms	state	choice2	rts2	stim2ons_sl	stim2ons_ms	choice2ons_sl	choice2ons_ms	SC_ID	won

1	1	1.571240	327.761000	327.754200	1907.113900	1907.110400	2	2	1.259274	2908.779600	2908.774300	4171.375500	4171.372300	CCNP001678	0
2	2	0.541840	6676.073300	6676.068300	7227.646000	7227.642600	2	1	0.411506	8229.169200	8229.163400	8643.867200	8643.863900	CCNP001678	1
3	2	0.555015	11148.443200	11148.437400	11707.399100	11707.395900	2	1	0.451151	12708.982900	12708.977200	13163.376300	13163.373100	CCNP001678	1
4	2	0.645711	15669.821100	15669.815700	16331.692500	16331.689200	3	1	0.458919	17333.075600	17333.070600	17795.337900	17795.334800	CCNP001678	1
5	1	1.308042	20300.601900	20300.596600	21611.578700	21611.575400	2	2	0.537280	22614.513500	22614.508100	23155.277900	23155.274700	CCNP001678	1
6	1	1.022073	25661.960300	25661.955700	26691.206000	26691.202900	3	2	0.795396	27692.535800	27692.529300	28491.341500	28491.338300	CCNP001678	0
7	1	0.720924	30994.506100	30994.500100	31723.478300	31723.475000	3	2	0.746929	32724.437900	32724.433100	33475.605400	33475.601200	CCNP001678	1
8	2	1.217203	35978.951600	35978.945400	37203.240300	37203.237100	3	1	1.403711	38204.182200	38204.177800	39611.147800	39611.144500	CCNP001678	1
9	2	0.884371	42114.732500	42114.727600	43003.564900	43003.561600	3	1	0.611180	44004.884900	44004.878900	44619.369500	44619.366200	CCNP001678	1
10	2	0.579227	47122.624600	47122.619000	47715.209900	47715.206600	3	1	0.692059	48716.205300	48716.200400	49411.871200	49411.867800	CCNP001678	1
11	2	0.476543	51915.185800	51915.179600	52395.691800	52395.688600	2	1	1.371191	53396.938600	53396.933200	54771.523600	54771.520200	CCNP001678	0
12	1	0.837634	57274.899500	57274.894200	58123.429700	58123.426600	3	2	0.611633	59124.337900	59124.333600	59739.280700	59739.277400	CCNP001678	0
13	2	0.711181	62242.532100	62242.526600	62963.919500	62963.916300	3	1	0.506365	63964.884800	63964.880200	64475.089000	64475.085500	CCNP001678	0
14	2	0.697337	66978.505800	66978.500000	67683.351800	67683.348600	3	2	0.956137	68684.184900	68684.180600	69643.705400	69643.702000	CCNP001678	1
15	1	0.595369	72147.078700	72147.072900	72747.799800	72747.796600	3	1	0.882372	73748.789000	73748.784100	74635.633700	74635.629300	CCNP001678	0
16	1	0.699103	77139.538800	77139.533100	77852.035000	77852.030800	3	2	0.538875	78853.193500	78853.188200	79395.371000	79395.367900	CCNP001678	1
17	1	0.763876	81898.713400	81898.708000	82667.158500	82667.155000	3	2	0.908112	83668.170100	83668.165100	84579.624500	84579.621400	CCNP001678	0
18	1	0.458820	87083.215000	87083.209500	87547.487600	87547.484500	3	1	1.051787	88548.305400	88548.300600	89603.212900	89603.209800	CCNP001678	1
19	1	0.756033	92106.630200	92106.625400	92875.225600	92875.222400	2	2	1.643309	93876.232500	93876.227300	95525.269700	95525.265500	CCNP001678	1
20	1	0.543091	98028.442000	98028.436100	98579.161300	98579.158100	3	1	1.356412	99580.132300	99580.127600	100939.782300	100939.778800	CCNP001678	1
21	1	0.590052	103443.369500	103443.362300	104043.652100	104043.647900	2	2	1.635251	105044.710300	105044.703400	106683.190100	106683.186900	CCNP001678	1
22	1	0.680884	109186.675500	109186.669300	109883.477700	109883.474500	3	1	1.259600	110884.547800	110884.542500	112147.639700	112147.636300	CCNP001678	1
23	1	0.868374	114651.121800	114651.116400	115523.347700	115523.344500	2	1	1.379890	116524.423800	116524.418700	117907.779700	117907.776300	CCNP001678	1
24	2	0.703286	120411.288800	120411.283100	121123.565100	121123.560900	2	1	1.314878	122124.647300	122124.642200	123443.705400	123443.700700	CCNP001678	1
25	1	0.779222	125947.117200	125947.111100	126731.957700	126731.954400	2	2	0.786823	127733.024100	127733.019000	128523.430200	128523.427000	CCNP001678	1
26	1	0.607236	131026.900300	131026.893800	131643.247300	131643.244200	3	2	0.643663	132644.301600	132644.296400	133291.306700	133291.303600	CCNP001678	1
27	1	0.600669	135794.504500	135794.498400	136403.395100	136403.391800	3	2	0.523022	137404.308600	137404.303800	137931.127800	137931.124200	CCNP001678	0
28	1	1.004406	140434.775700	140434.770300	141443.296800	141443.293600	2	1	0.443906	142444.290500	142444.285900	142891.355000	142891.351800	CCNP001678	1
29	2	0.735690	145394.752700	145394.746900	146139.148000	146139.144400	3	1	1.171834	147140.214200	147140.208900	148315.387000	148315.383800	CCNP001678	1
30	2	0.486480	150819.356300	150819.350800	151323.166700	151323.163100	3	1	0.348540	152324.247300	152324.242200	152675.998400	152675.995100	CCNP001678	0
31	2	0.689757	155179.658300	155179.653000	155875.803300	155875.800100	3	2	0.755159	156876.813200	156876.807900	157635.499600	157635.495200	CCNP001678	0
32	1	0.354267	160139.202000	160139.196500	160507.366700	160507.363500	2	1	0.724304	161508.500200	161508.495100	162235.956200	162235.952500	CCNP001678	1
33	1	0.593839	164739.704100	164739.698800	165349.218800	165349.214500	2	1	0.553628	166350.295600	166350.290100	166907.419500	166907.416400	CCNP001678	1
